dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2009-06-09,-4.780214493,-8.500728414,-3.002204131,-8.258228404,-4.023862198,-2.990343478,-7.006917669,-3.4557122,-9.727006019,-4.530169994,-3.11280118,-2.376101265,-4.199304335,-1.901646974,-9.213732985,-2.751654273,-3.453928507,-2.635017451,-4.078374318,-3.581776139,-4.538125374,-5.787939193,-2.042757062,-2.445562764,-4.300821763,-4.863129429,-4.788510775,-3.850239871,-4.241705869,-3.07393455
2009-06-10,-4.846783289,-8.133932246,-3.149197683,-8.20363271,-3.99504515,-2.924955219,-6.944597622,-3.264442491,-9.668500969,-4.425373024,-3.678650893,-2.24024595,-4.206611413,-1.691733321,-8.873879498,-2.757417799,-3.355620153,-2.635017224,-3.950659842,-3.457411086,-4.442289137,-5.823791479,-2.368174978,-2.994622119,-4.253369741,-4.683547511,-4.493616037,-3.828459547,-4.218677565,-2.976993613
2009-06-11,-5.126765641,-7.821304036,-3.03240539,-8.149455786,-3.958447375,-2.865789068,-6.885695026,-3.331271119,-9.610834173,-4.277551949,-3.58240831,-2.033431977,-4.111168949,-1.573744515,-8.608681899,-3.00148195,-3.35683592,-2.635016999,-3.791021823,-3.683514039,-4.569339762,-5.62803147,-2.348605966,-2.533297323,-4.200659038,-4.557007299,-4.466458024,-3.806851786,-4.19718704,-2.91613279
2009-06-12,-4.994613714,-8.313051265,-3.659916852,-8.095694214,-3.872709011,-2.814233799,-6.62827394,-3.175168301,-9.553125732,-4.168742386,-3.32678311,-2.035580651,-4.095572989,-1.607474486,-8.284503858,-2.798662848,-3.353009661,-2.635016776,-3.938430159,-3.810282397,-4.580436594,-5.919562453,-2.183597189,-2.316510083,-4.200343109,-4.421409278,-5.642224812,-3.785415928,-4.177701798,-2.829013019
2009-06-15,-5.355099685,-8.130042831,-3.426253094,-8.042672638,-3.920696167,-2.766303641,-6.336541154,-3.189245299,-9.49572698,-4.043433789,-3.123569502,-2.373874376,-4.032998152,-1.407314909,-7.975739285,-2.663391087,-3.304122719,-2.635016567,-3.770312259,-4.019668462,-4.396004977,-5.81061172,-2.028425708,-2.251910433,-4.155033176,-4.340564254,-5.044963403,-3.764151316,-4.160337303,-2.771961419
2009-06-16,-5.191399824,-7.768081608,-4.129206919,-7.989734428,-4.227304827,-3.101778657,-6.642816578,-3.890794183,-9.442530816,-4.02498907,-3.776254002,-2.44947085,-4.123987173,-2.147836892,-8.097360822,-2.971139992,-3.279299043,-2.635016414,-4.657436639,-3.963192499,-4.450530038,-6.20041363,-2.617886856,-3.127868592,-4.13202255,-4.373862717,-5.403820368,-3.743409271,-4.15527923,-2.860350441
2009-06-17,-5.017433551,-7.689610987,-4.240243509,-7.937201357,-4.330211509,-3.233296836,-6.901814238,-4.492063202,-9.390332903,-4.360625838,-3.913228,-2.37865993,-4.115378236,-2.026686925,-7.90090348,-2.955203243,-3.287249868,-2.635016212,-4.743437879,-3.784710417,-4.496573491,-5.755687035,-2.991025402,-2.625368404,-4.11602188,-4.247550546,-4.899859381,-3.722847051,-4.132854684,-3.000837645
2009-06-18,-4.962104138,-7.853175221,-4.1137809,-7.88507341,-4.160405512,-3.304295545,-6.450842186,-4.23274107,-9.347415291,-4.216362049,-3.588807902,-2.333452267,-4.089304137,-2.030619908,-7.841798745,-2.730595277,-3.193038329,-2.635016031,-4.632766945,-3.86955748,-4.553957842,-5.958515577,-2.572389954,-2.361079111,-4.065986833,-4.100102029,-4.468956638,-3.702086518,-4.11197556,-2.924057387
2009-06-19,-4.867941635,-7.504595513,-3.781454304,-7.833347545,-4.206078999,-3.235204127,-6.009513942,-3.963599191,-9.293843786,-4.188776352,-3.331861095,-2.451327383,-4.154365628,-2.035016178,-7.68988632,-2.920865256,-3.171244194,-2.635015823,-4.975394082,-3.625828409,-4.547571695,-6.091982988,-2.254829564,-2.263965152,-4.015597601,-3.960487218,-4.221131956,-3.681494691,-4.089836282,-2.834489587
2009-06-22,-4.83253863,-7.175544526,-3.858493312,-7.782020743,-4.052816275,-3.169660475,-5.718003861,-3.929622546,-9.239227233,-4.054040959,-3.127613682,-2.450772402,-4.094499817,-1.920800456,-7.453621297,-3.183217753,-3.068155814,-2.635015613,-4.798854253,-3.864555413,-4.406994009,-5.850863065,-2.39931342,-2.685193182,-3.967379899,-3.943089254,-3.950996563,-3.66717638,-4.069129671,-2.796289878
