Dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2000-03-10,-8.4223508,-6.4730215,-6.1855754,-7.1623497,-7.0431814,-6.4413723,-10.2117644,-7.4905338,-5.5356032,-6.6397872,-7.4515998,-5.6990195,-6.5874195,-4.7554856,-5.8317721,-5.4245796,-6.1917219,-5.5819652,-7.1375015,-6.7241542,-5.8415868,-8.7568406,-15.664379,-5.2586964,-9.365053,-5.2309813,-8.9044594,-7.538263,-8.5935893,-6.6080566
2000-03-13,-8.3772321,-6.4868464,-6.3794762,-6.9756624,-6.8522168,-6.4830304,-9.725409,-7.4228518,-5.4626218,-6.6994436,-7.3979826,-5.6935426,-6.8917651,-4.7120055,-5.9187016,-5.4562713,-6.0123276,-5.1777505,-5.5453478,-6.2508781,-5.4094993,-7.903309,-15.5568408,-5.1917463,-8.7110995,-4.9844152,-8.6633653,-7.378543,-8.2246731,-6.7718795
2000-03-14,-8.5350381,-6.3017558,-6.2082503,-6.7703209,-6.46163,-6.2974219,-9.2346586,-7.0187499,-5.3897157,-6.5247251,-7.2085756,-5.6121231,-6.5035751,-4.3449464,-5.8246643,-5.6564722,-5.9298338,-5.3341837,-6.756987,-6.2936651,-10.0385056,-7.460752,-15.4176498,-5.0421427,-8.8423506,-5.1026984,-7.6808034,-7.1405159,-7.931299,-6.6227168
2000-03-15,-9.3907721,-6.1595962,-6.0708622,-6.5870268,-6.687453,-6.3990797,-8.8781145,-6.8602269,-5.3365762,-6.3837541,-7.3851135,-5.4107638,-6.5137154,-4.9408817,-5.7228837,-5.5101607,-6.5325102,-5.8178453,-6.3144841,-6.1607776,-5.4540288,-7.2555731,-14.9623125,-4.9877545,-8.5937199,-4.7649382,-6.7313036,-7.0130326,-7.7175346,-6.4659698
2000-03-16,-8.8491839,-6.2330707,-6.5484557,-7.2912078,-6.7097644,-6.2396528,-10.9441094,-6.617751,-5.8351727,-7.9456392,-7.7606397,-5.3447133,-7.215633,-6.5963041,-6.1756217,-7.4285992,-6.9428576,-5.9953818,-7.6525211,-5.6103387,-11.0257835,-8.0111687,-14.6891632,-6.2677762,-8.1037719,-6.843056,-6.8884993,-6.9371625,-8.6290506,-6.2763138
2000-03-17,-9.038929,-7.3721135,-6.4447289,-7.8217422,-6.4494209,-6.0444016,-10.9029478,-6.3321619,-5.9712731,-8.8384446,-7.5215232,-5.253074,-7.2808176,-5.9509853,-7.3454345,-7.4623884,-7.3745331,-6.7578206,-8.6072904,-5.5159754,-11.4140497,-7.6947767,-14.3645439,-6.5897755,-8.8677156,-13.4134073,-6.3920242,-6.7601395,-9.0738195,-6.2089892
2000-03-20,-8.8102567,-7.1530533,-7.1396611,-7.7025245,-6.332031,-5.8811234,-10.8424776,-6.7291788,-5.7906144,-8.6588085,-7.6197229,-5.1004126,-7.1036568,-4.6850333,-7.1300328,-7.2709458,-7.2179127,-6.3378209,-8.5612754,-5.9567489,-11.4664285,-7.2601602,-13.8661307,-6.8705289,-8.422358,-11.3762952,-6.0949391,-6.6953151,-8.691425,-6.2451619
2000-03-21,-8.5049553,-6.9384321,-7.0766443,-7.6270525,-6.0588478,-5.7071824,-10.230799,-8.2267064,-5.6220175,-8.2867162,-7.6046388,-5.1342226,-7.0635486,-3.9498734,-7.4034911,-7.065803,-7.1104283,-6.5173366,-8.3366365,-5.6217374,-11.1091448,-6.9061884,-13.395838,-6.8377553,-8.2070276,-10.7347689,-6.5075658,-6.4817355,-8.3064347,-6.2724154
2000-03-22,-10.6672805,-6.8919511,-6.8907606,-7.5878197,-6.7409595,-5.8406837,-9.6624152,-7.764091,-6.4498629,-7.7718015,-7.391443,-5.0051143,-7.191861,-3.7873518,-7.8958951,-6.9514059,-6.9057966,-6.6192148,-8.2892772,-6.6767959,-10.752943,-7.308227,-12.9737691,-6.6334192,-7.8204245,-10.9086129,-6.2691328,-6.2859239,-8.0548991,-6.2207828
2000-03-23,-10.9972862,-6.711506,-6.6998403,-7.4469071,-6.5590675,-5.7749585,-9.6344443,-7.6962979,-6.2705471,-7.5409728,-7.3020616,-4.8903353,-7.1528544,-4.2046798,-7.6620021,-7.1752057,-6.8085189,-6.9201654,-8.0241514,-6.024793,-5.9895201,-7.1527956,-13.3151829,-6.4976275,-8.0138948,-10.7717155,-6.4734492,-6.3029214,-7.9663212,-6.1768139
